DateTime,Open,High,Low,Close,Volume
2026-04-08T16:41:00.000+0300,256.63,256.87,256.55,256.83,97040
2026-04-08T16:42:00.000+0300,256.81,257.24,256.81,256.87,121725
2026-04-08T16:43:00.000+0300,256.88,257.17,256.87,257.09,98479
2026-04-08T16:44:00.000+0300,257.06,257.55,256.98,257.18,138982
2026-04-08T16:45:00.000+0300,257.23,257.64,257.12,257.62,98492
2026-04-08T16:46:00.000+0300,257.64,258.38,257.62,258.36,131169
2026-04-08T16:47:00.000+0300,258.39,258.65,258.21,258.63,133535
2026-04-08T16:48:00.000+0300,258.65,258.73,258.19,258.56,120959
2026-04-08T16:49:00.000+0300,258.58,258.76,258.5,258.62,78638
2026-04-08T16:50:00.000+0300,258.62,258.65,258.36,258.57,82315
2026-04-08T16:51:00.000+0300,258.55,258.55,257.89,258.07,81125
2026-04-08T16:52:00.000+0300,258.08,258.55,258.05,258.54,71054
2026-04-08T16:53:00.000+0300,258.54,258.68,258.37,258.47,83612
2026-04-08T16:54:00.000+0300,258.48,258.64,258.18,258.27,103429
2026-04-08T16:55:00.000+0300,258.22,258.67,258.17,258.3,83253
2026-04-08T16:56:00.000+0300,258.33,258.75,258.31,258.4,90149
2026-04-08T16:57:00.000+0300,258.41,258.48,258.08,258.3,125961
2026-04-08T16:58:00.000+0300,258.32,258.69,258.31,258.43,43777
2026-04-08T16:59:00.000+0300,258.44,258.59,258.25,258.52,107239
2026-04-08T17:00:00.000+0300,258.5,258.73,258.27,258.7,165693
2026-04-08T17:01:00.000+0300,258.69,258.69,258.28,258.35,64632
2026-04-08T17:02:00.000+0300,258.36,258.74,258.32,258.72,75025
2026-04-08T17:03:00.000+0300,258.74,259.02,258.69,258.78,142246
2026-04-08T17:04:00.000+0300,258.79,259.13,258.76,258.86,131907
2026-04-08T17:05:00.000+0300,258.9,259.07,258.51,258.77,83122
2026-04-08T17:06:00.000+0300,258.78,259.22,258.55,259.2,67609
2026-04-08T17:07:00.000+0300,259.2,259.75,259.13,259.48,144066
2026-04-08T17:08:00.000+0300,259.48,259.52,258.78,258.97,82048
2026-04-08T17:09:00.000+0300,258.94,259.39,258.92,259.35,102049
2026-04-08T17:10:00.000+0300,259.38,259.47,259.23,259.23,63725
2026-04-08T17:11:00.000+0300,259.2,259.4,259.08,259.3,73795
2026-04-08T17:12:00.000+0300,259.3,259.3,259.09,259.13,50616
2026-04-08T17:13:00.000+0300,259.15,259.21,258.96,259.05,82485
